,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,review_polarity,review_subjectivity,review_length,total_star_rating,prod_subjectivity,pred_useful,rank
2815,8639,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Star Wars fans buy it!,Whtdragn,"Great game, fun, awesome graphics, great story!  If you love Star Wars and 3rd person adventure games, this is the game for you!",5,0,0.3375,0.5125,24.0,4.8,0.4839256198347108,0,2816
2816,961,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,state return filing,Aj 0318,I HAVE USED TT FOR AT LEAST 20 YEARS!! I LOVE D IT AND HOPE WAS AWESOME!!!!!!!,5,0,0.34375,0.666666667,17.0,4.3,0.6581573498964806,0,2817
2817,1844,Target,"LG 65"" Class 4K UHD 2160p Smart OLED TV - OLED65C3",1599.99,Great features that enhance your experience,NA00,[This review was collected as part of a promotion.] Purchased last month and happy I did so far so good,5,0,0.48,0.683333333,20.0,4.7,0.4353975468975468,0,2818
2818,1739,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Great,KR4343,Easy to work with. Cover everything required. Great plroduct.,5,0,0.677777778,0.777777778,9.0,4.3,0.6581573498964806,0,2819
2819,12141,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Good Protection,ISABELLAG616,"I am aware this product is keeping my computer safe .
I would definitely recommend this brand and product to friends and family.",5,0,0.3625,0.4625,22.0,4.4,0.4782189677934357,0,2820
2820,6246,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,MS Software,PTCruser,Great product for the value of having multiple license. I purchased this product to support my business and my family. Thanks Microsoft for great package!,5,0,0.5,0.425,25.0,4.5,0.4601818181818181,0,2821
2821,6760,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Got it at a great price,Javier,I'm not a fan of subscriptions but got a great deal on it.,5,0,0.8,0.75,13.0,4.5,0.4601818181818181,0,2822
2822,5211,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Love it,Foxxy,Love this specker. It is pretty good love the base on it...,5,0,0.275,0.733333333,12.0,4.8,0.3508503401360544,0,2823
2823,3177,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Put some windex on,jackiep69,"Put some windex on it! This product works well every time. Pleasant smell, and safe for car windows to.",5,0,0.616666667,0.733333333,19.0,4.7,0.6171052631578947,0,2824
2824,3865,bestbuy,Apple - iPhone 14 128GB (Unlocked) - Midnight,729.99,iPhone 14,Balynda,Upgraded from an iPhone 11 to this. Love the mag safe compatibility!,5,0,0.5625,0.55,12.0,4.9,0.4371212121212121,0,2825
2825,6105,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,So easy,Chitown87,For easy to use and Im glad I have it for the family,5,0,0.455555556,0.888888889,13.0,4.5,0.4601818181818181,0,2826
2826,7679,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great product. Easy to use & install.,CS17,I use Microsoft Excel & Word daily - great software.,5,0,0.508333333,0.583333333,10.0,4.5,0.4601818181818181,0,2827
2827,1209,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Trustworthy and accurate service.,Grandpa Dale,"I trust TurboTax to accurately complete my tax documents. I don't like that I have to wait for ""Checking for Updates"" every time I open the program, even if it's less that 24 hours since the last update. I'm not sure how to bypass this part. It takes my computer at least five minutes to get to where I can start entering information.",5,0,-0.030952381,0.422222222,63.0,4.3,0.6581573498964806,0,2828
2828,1666,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,unfortunately due to lobbying a needed product,morschach,it's ridiculous how difficult you make it to print state tax forms,1,0,-0.319444444,0.791666667,12.0,4.3,0.6581573498964806,0,2829
2829,6414,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Best deal for the money.,newvol,"It's hard to adapt to the new subscription rather than getting a DVD. With the advent the cloud, multiple computers and the need to keep everything up to date, buying Office software this way is a good deal.",4,0,0.308939394,0.379242424,38.0,4.5,0.4601818181818181,0,2830
2830,5539,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Love it!!,Manny,Absolutely love this wireless blue tooth speaker had the first gen of this and seemed like it lasted for ever had it for 5 years lets see how long this one lasts very good quality speaker absolutely happy with this purchase,5,0,0.455892857,0.544761905,41.0,4.8,0.3508503401360544,0,2831
2831,4311,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Nice and simple,Rosio,This printer is amazing. Sadly its sorta hard to use since it doesnt have a LED panel. Wish it could magnify..,4,0,0.081666667,0.759761905,21.0,4.1,0.4801345755693582,0,2832
2832,8197,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,Exceeded my expectations,Leesa,"The picture is so clear and beautiful. Dont hesitate, this is definitely worth the money.",5,0,0.416666667,0.494444444,15.0,4.8,0.4303401360544217,0,2833
2833,6817,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Covers all the needs,Dave,"This software makes running my business much easier with all the included items, it's also a great price to install on five PC's.",5,0,0.5,0.475,23.0,4.5,0.4601818181818181,0,2834
2834,6688,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Microsoft 365 Family,SASSIE,"Excellent product, very useful.  Able to use on several different devices.",5,0,0.378,0.445,12.0,4.5,0.4601818181818181,0,2835
2835,11455,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Does not perform ice saving,Mac E,"Doesn't hold ice like advertised, unfortunately ,. Size is good, but doesn't hold exactly 35 beers either. I got 22 in.",2,0,0.15,0.616666667,21.0,4.3,0.5530864197530863,0,2836
2836,6696,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great product,Jaznyc,Great product and very much needed love the fact that its sent electronically and not disc,5,0,0.59,0.59,16.0,4.5,0.4601818181818181,0,2837
2837,3786,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Great buy,Debbie,"This purchase was unexpected but my printer stopped working so I went on a search for a new one. This HP was reasonably priced, came with starter ink and would be a prefect fit for where it would live. I am very happy with this printer. The ink is much cheaper than my previous Cannon printer. This HP printer fits all my needs.",5,0,0.311784512,0.563468013,63.0,4.1,0.4801345755693582,0,2838
2838,1291,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,turbo tax is ggod,Osa 1,Have been using turbo tax for years. I like it. will continue every year,4,0,0.0,0.0,14.0,4.3,0.6581573498964806,0,2839
2839,4625,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Worst printer ever.,Autorepairdnr,This machine sucks.  It took forever to get it connected. Then after 3 days it quit completly.  Returned it for my money back and bought a epson that works great,1,0,-0.125,0.5125,32.0,4.1,0.4801345755693582,0,2840
2840,9155,amazon,Mario Kart 8 Deluxe - US Version,39.99,"Ordered new, arrived used",Dave,Amazing game. Just really reviewing the mixup.,3,0,0.134090909,0.488636364,7.0,4.9,0.3885281385281385,0,2841
2841,11930,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Easy coverage all devices,LucienneH,"Its great, ally devices are connected with little effort.",5,0,0.348611111,0.694444444,9.0,4.6,0.375806452,0,2842
2842,7630,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Good product,Amin,The bundled price for 5 users is attractive and the product is highly functional.,4,0,0.553333333,0.713333333,14.0,4.5,0.4601818181818181,0,2843
2843,10575,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,YOU NEED A POWER DRILL,Ricardo,"The feet are impossible to put on with the provided alan wrench, you absolutely need a power drill with a phillips head bit, have to wait until my drill and bit arrive before I can finish putting this together",1,0,-0.233333333,0.95,39.0,4.5,0.5344227994227995,0,2844
2844,10779,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Bang for your buck,Mattea Rae Lutz,"Took an hour to assemble but nice once together, great for apartments, very cute",4,0,0.683333333,0.916666667,14.0,4.0,0.4985294117647059,0,2845
2845,8157,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,LG OLED is impressive,JudyY,"Replaced a 2 year old Samsung that had an issue with the LEDs. I have another LG 50+ inches Ive had for several years. Wanted to try the upgraded OLED, so far we are impressed with the picture. Did a lot of reading and most people seem pleased with LG OLED products, hoping to get at least 10 years or so out of it.",5,0,0.3625,0.6375,64.0,4.8,0.4303401360544217,0,2846
2846,3754,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,HP printer,Smith559,Great printer. Print is very clear and precise. Great color easy to set up and use.,5,0,0.512666667,0.726333333,16.0,4.1,0.4801345755693582,0,2847
2847,5609,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Great sound.,Beto,Good speaker. Great sound. A little over priced but would recommend it.,4,0,0.485416667,0.566666667,12.0,4.8,0.3508503401360544,0,2848
2848,10439,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Beautiful,Amazon Customer,Fantastic buy.,4,0,0.625,0.95,2.0,4.5,0.5344227994227995,0,2849
2849,11133,Target,Mario Kart 8 Deluxe - Nintendo Switch,39.99,Super nice,Italo,Its a really nice game,5,0,0.283333333,0.766666667,5.0,4.8,0.3861699703804968,0,2850
2850,11005,Target,Dyson Ball Animal 3 Extra Upright Vacuum,499.99,A little disappointed,Erika Pal,"After many years of eyeballing a pet dyson I finally bought one. Pros: The suction is AMAZING. We have 6 cats and 2 dogs and it gets all the hair up. - The cord is super long, no need to unplug to move from room to room. Cons: the parts are all flimsy plastic! Such a disappointment for the price point! The handle feels like it will snap when your vacuuming. -When using the hose and an attachment the hose kinks, its only a matter of short time before that has a hole from the flex. -The container that holds the garbage sucked up is also made of flimsy plastic materials. It gets 3 stars for the suction, 0 star for construction/materials used.",3,0,-0.028787879,0.628787879,123.0,4.2,0.4135238095238094,0,2851
2851,14,amazon,"Apple iPhone 14, 256GB, Blue - Unlocked (Renewed Premium)",664.71,This is a waste of money,Andrea Ogle,"This company is a joke. You have a problem with your phone and their answer is just to suck it up after paying 1K for it . Totally not worth your money. I got mine brand new and three months later the cellular data does not work. I bring it to customer support and they say theres nothing wrong with and to suck it up. iPhone works great, I just hope you dont get the one thats defective bc they will not be responsible for it",2,0,0.040909091,0.393506494,86.0,4.2,0.4978451178451178,0,2852
2852,7143,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great product,Domo,I brought it for the house and it's amazing.  Easy installation,5,0,0.611111111,0.827777778,12.0,4.5,0.4601818181818181,0,2853
2853,3570,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,Amazing phone,MarkS22ultra,"Amazing phone.
Best buy sales representative made the purchase easy. 5star service",5,0,0.658333333,0.733333333,11.0,4.6,0.4801500721500721,0,2854
2854,812,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,Great phone!,Brangate,[This review was collected as part of a promotion.] Streaming and gaming on the device is fast and no issues at all with battery life. I can go all day and end up charging it for the night before bed. Great cameras and picture quality with many different options to edit. Fantastic customization options so you can make your phone unique all around.,5,0,0.467857143,0.728571429,63.0,4.6,0.4695056042149065,0,2855
2855,5069,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Amazing.,JAGUAR,"Excellent sound quality. Surprising how this speaker
enhances the sound from my lap-top computer.",5,0,0.62,0.64,13.0,4.8,0.3508503401360544,0,2856
2856,11950,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Good buy,KalinaG,This has always been my number one choice for antivirus.,5,0,0.7,0.6,10.0,4.6,0.375806452,0,2857
2857,10246,amazon,"Revlon Illuminance Skin-Caring Liquid Foundation, Hyaluronic Acid, Hydrating and Nourishing Formula with Medium Coverage, 201 Creamy Natural (Pack of 1)",13.48,Watery,HappyHousewife,"Didnt like the texture, not a lot of cover",1,0,0.0,0.0,9.0,4.2,0.4499999999999999,0,2858
2858,5735,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Great Speaker,SPECIALK,Received one of speakers as a gift. Loved it some much I went out and purchased one.,5,0,0.566666667,0.583333333,17.0,4.8,0.3508503401360544,0,2859
2859,1993,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Like 1100 for heating frozen meals.,Mue23,"I really prefer GE appliances and am happy with my new microwave. However, it is impossible the close the door quietly - a big issue for me. It would be more user friendly to have the Start button on the right at the bottom of the pad, plus the Cancel button on the left",4,0,0.181156806,0.476695527,54.0,4.4,0.3945085778419112,0,2860
2860,7650,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,All in one,Eman,Helpful tool for my needs to do papers and presentations.,5,0,0.0,0.0,10.0,4.5,0.4601818181818181,0,2861
2861,6618,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,good software,jessa2269,The only thing I do not like about this is that it is only good for a year but it I was able to download it to more than one computer so that kind of outweighs the 1 year thing.,5,0,0.428571429,0.746428571,40.0,4.5,0.4601818181818181,0,2862
2862,7191,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Microsoft Office,mommyontherun,Purchased 2 computers and needed to upgrade a 3rd desktop at home. Great discount with the purchase of my new devices!,5,0,0.323484848,0.401515152,21.0,4.5,0.4601818181818181,0,2863
2863,11857,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Safety Net.,MAKSCOMPUTER,Protecting me from the dangerous  computer illnesses!,5,0,-0.375,0.45,8.0,4.6,0.375806452,0,2864
2864,6879,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,MS office,Nikki,Great product for kids and families for just the right price,5,0,0.542857143,0.642857143,11.0,4.5,0.4601818181818181,0,2865
2865,5559,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Sound bar,Chargers,Love the sound and works beautifully will recommend to a friend,4,0,0.5375,0.6,11.0,4.8,0.3508503401360544,0,2866
2866,3311,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Reliable solution to keep,pandar3,Reliable solution to keep mirrors and windows clean without leaving any streaks. It's so quick a couple sprays and wipe it down and it makes the windows and mirrors so clear.,5,0,0.161111111,0.468055556,31.0,4.7,0.6171052631578947,0,2867
2867,11607,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Very small interior storage area,Jamie S.,Very small interior storage area with bulky exterior.,3,0,-0.325,0.52,8.0,4.3,0.5530864197530863,0,2868
2868,12013,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Worse than a virus,Disappointed,McAfee is as bad as having a virus on your computer. Don't bother with this. And take a look at the the reviews. They're all fake!,1,0,-0.575,0.755555556,26.0,4.6,0.375806452,0,2869
2869,5979,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Lot of storage,JosueV,"If I could I would give 10 stars, is wonderful each person can have 1T of storage",5,0,1.0,1.0,17.0,4.5,0.4601818181818181,0,2870
2870,7441,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Love the updates,Yanko,Not having to update is the best. Put my daughter at college on it.,5,0,0.75,0.45,14.0,4.5,0.4601818181818181,0,2871
2871,1163,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Turbo Tax is easy and accurate.,Camallenbsu,Very easy to use and always helpful during the process.,5,0,0.465555556,0.822222222,10.0,4.3,0.6581573498964806,0,2872
2872,3159,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I don't use winded,krobeson,"I don't use winded often. I use something with cleaner ingredients, but I find that this is one of the only store bought glass cleaners I can use that won't leave streaks. I don't care for the scent.",3,0,0.0,1.0,38.0,4.7,0.6171052631578947,0,2873
2873,1136,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Loyal To TurboTax,,"It was a bit more difficult to finish up on TurboTax this year because you've changed some of the TurboTax features, but I remain loyal and will continue to be next year. You still do a great job guiding me through every year's tax return. Good job!",4,0,0.33452381,0.645238095,47.0,4.3,0.6581573498964806,0,2874
2874,1086,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,TurboTax is Family Friendly!,Lory H,TurboTax allows us to complete our taxes on our schedule from our home. It is easy to use and walks you through even the more challenging tax situations. I have been using it for our family's tax needs for over 10 years.,5,0,0.400416667,0.646666667,42.0,4.3,0.6581573498964806,0,2875
2875,1675,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,EASY TO NAVIGATE,Katstang,Software is easy to navigate and able to go back to previous screens easily.,5,0,0.272222222,0.548611111,14.0,4.3,0.6581573498964806,0,2876
2876,5621,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,JBL,Ethanb,Great speaker for both indoor and outdoor uses. I have had all kinds of JBLs and for the money one can never go wrong!,5,0,0.0875,0.825,24.0,4.8,0.3508503401360544,0,2877
2877,6472,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,365,BigGeech,This a great purchase. I would definitely be recommend this to anyone.,4,0,0.4,0.625,12.0,4.5,0.4601818181818181,0,2878
2878,10622,amazon,"Best Choice Products Upholstered Sectional Sofa for Home, Apartment, Dorm, Bonus Room, Compact Spaces w/Chaise Lounge, 3-Seat, L-Shape Design, Reversible Ottoman Bench, 680lb Capacity - Blue/Gray",359.99,Great Value,Amazon Customer,"This was easy to assemble, took about an hour. The material seems very sturdy. The back cushions are a bit too thin.",5,0,0.206666667,0.546666667,22.0,4.0,0.4985294117647059,0,2879
2879,12137,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,iLove Norton AntiVirus,zeravlaj,"First off after inputing the keycode and installation, makes sure you disabled the Auto-Renewal otherwise you'll be charge every year without your notice, lol.
Love this Norton digital product!!!",5,0,0.308333333,0.47037037,28.0,4.4,0.4782189677934357,0,2880
2880,4717,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Good speaker,JeffreyS,"Very good sound quality, easy to use, and the perfect size.",5,0,0.688666667,0.722666667,11.0,4.8,0.3508503401360544,0,2881
2881,2870,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,i love this product.,checheo,"i love this product. the fact that is multipurpose is what makes it amazing. the scent is so amazing,leave your house smelling nice. i wish it does not finish too fast. it is very effective and always gets the job done and leave the room smelling amazing",5,0,0.54,0.8,47.0,4.7,0.6171052631578947,0,2882
2882,12171,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,software,Awsome,Best protection for you laptop and bestbuy had it for for an excellent price!!!!!!,5,0,1.0,0.65,14.0,4.4,0.4782189677934357,0,2883
2883,12219,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,good product,kennytran,I've been using norton for years and this product is a great value for the price.,5,0,0.75,0.675,16.0,4.4,0.4782189677934357,0,2884
2884,12245,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,NOrton++++,conway97,love norton products been using since 2006 never failed,5,0,0.375,0.45,9.0,4.4,0.4782189677934357,0,2885
2885,4341,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,HP 2755 Review,Brilliance,Perfect size for home office.  HP auto ink delivery is a plus.,5,0,1.0,1.0,13.0,4.1,0.4801345755693582,0,2886
2886,3378,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I love windex it,thayanem1,I love windex it makes everything very clean and smells very good great product easy to use,5,0,0.603333333,0.745555556,17.0,4.7,0.6171052631578947,0,2887
2887,3349,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,I absolutely love this,xtoxicbeautyx,"I absolutely love this product! I don't get it constantly, but every single time I know I want to get one, this is the one I always go for! If you have not tried it yet, make sure you do so very soon! You won't regret it. :)",5,0,0.326530612,0.562358277,48.0,4.7,0.6171052631578947,0,2888
2888,142,amazon,"HP DeskJet 2755e Wireless Color inkjet-printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",49.89,Ink,Shelby Pinkerton,They advertised free ink for three months never got any ink. Disappointing because the printer really isnt even that great but the ink part stood out which is why I purchased it. Now its sitting in my classroom useless because ink is not cheap,2,0,0.016666667,0.558333333,44.0,4.1,0.594556277,0,2889
2889,12271,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Great sale price!,John,"A must have for any pc owner!
What more can you ask for!
$20 a year for antivirus and vpn",5,0,0.8125,0.625,18.0,4.4,0.4782189677934357,0,2890
2890,4505,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,"Perfect, no problems here",JerryC,"Works good and prints good. It is not as compact as I thought, but the dimensions are true to size.",5,0,0.6875,0.7125,20.0,4.1,0.4801345755693582,0,2891
2891,2075,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Love that it's a energy saver,reeray44,it came in white it's a energy saver love it got it through an energy saving program,5,0,0.333333333,0.4,17.0,4.4,0.3945085778419112,0,2892
2892,10494,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Disappointed,Amazon Customer,"This shelf is pretty but the directions are terrible. I had to take it apart half way through and start over. And rhay really sucked becaus ethe little tools they give you kill your fingers. I had to take breaks to let my fingers rest. And I put alot of furniture together so that tells you something. Most disappointing though is that once done, all the screws show. There are none of the little screw covers that normally come with furniture you put together yourself. If I hadn't already put it together and it was such a pain I would send it back.",3,0,-0.149305556,0.538888889,103.0,4.5,0.5344227994227995,0,2893
2893,1329,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Turbotax is the best,Sho o,Turbo tax is an excellent product. Will use every year,5,0,1.0,0.65,10.0,4.3,0.6581573498964806,0,2894
2894,1095,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,"The best, year after year.",DelGuy,Intuitive with plenty of helpful guidance at every step to assure you don't go wrong.,5,0,0.25,0.6,15.0,4.3,0.6581573498964806,0,2895
2895,970,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,,battlefamily,"Been using TurboTax, for over 25-years. Great Program",4,0,0.8,0.75,8.0,4.3,0.6581573498964806,0,2896
2896,12255,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Great protection but expensive for all features,toby,"Installs easily, low overhead, wonderful protection, higher priced than I would like.",4,0,0.31,0.65,12.0,4.4,0.4782189677934357,0,2897
2897,11548,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Awesome cooler,Corey,Super glad I got this cooler. Worked great. Pre chilled it and took it to lake pleasant temp was 109 and the cooler kept all drink cool. I kept out of direct sun as much as possible but when it was in sun still kept its cool. Space was nice fit well in car not heavy. Great investment.,5,0,0.466666667,0.748717949,58.0,4.3,0.5530864197530863,0,2898
2898,3369,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Windex has been a,atishaa,Windex has been a household product for my family and I since as far back as I can remember!! Nothing can replace how good this product is at cleaning mirrors and windows without any streaks. They also sell and small cleaning stick which you can spray windex on and use it to clean the upper corners. It makes windows and mirrors cleaning so easy.,5,0,0.192857143,0.504761905,64.0,4.7,0.6171052631578947,0,2899
2899,7672,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,We like Microsoft Products,1Hooligan,"For doing daily computer letters, tracking monies.",5,0,0.0,0.0,7.0,4.5,0.4601818181818181,0,2900
2900,3653,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Excellent Printer!,Printer,We used to have a fancier printer and it was horrible. Im so glad we got rid of the other one and bought this printer.,5,0,0.09375,0.84375,25.0,4.1,0.4801345755693582,0,2901
2901,5159,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,JBL by Harman Flip 5 Bluetooth Speaker,Adam421978,The first time I heard music come from a JBL Flip speaker I was just amazed at the sound that comes out oh something the size of this speaker!!,5,0,0.4375,0.366666667,29.0,4.8,0.3508503401360544,0,2902
