,index,site_y,product,product_price,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,pred_useful
2478,6414,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Best deal for the money.,newvol,"It's hard to adapt to the new subscription rather than getting a DVD. With the advent the cloud, multiple computers and the need to keep everything up to date, buying Office software this way is a good deal.",4,0,0.26750616070563865
2479,2452,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,1 cubic ft. Model,Gary 73,"I've only had it for a couple of months and it is a very good replacement unit . Easy to operate , very satisfied !",5,0,0.26749088839789253
2480,2053,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,last a long time,,Old one last for 14 years. 000000000000000000000000000000,5,0,0.26742588128958866
2481,4264,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Meets my expectations.,Jerick,"So far, it is meeting all my expectations. All it lacks is the ability to print on both sides without needing to remove and reinsert the paper.",4,0,0.26737271061194484
2482,2240,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Love it,ge 4 life,"Hope this is a good one, I reviewed it online before buying it, it the most popular GE product.",5,0,0.2673630355804719
2483,2504,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Works great!,Birg485,Works great and it does the job. I hope it will last for years to come.,5,0,0.26733084416635
2484,1630,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,OK with Turbo Tax,Birdie 3,Some trouble this year retrieving last year's taxes for transfer to this years' returns.,4,0,0.2671876656720898
2485,11387,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,IMX 24 Qt Cooler - White,Louie.M,"I have several "" YETI "" Coolers as a comparison. The "" IMX Cooler "" appears to be built very sturdy and at less cost $",5,0,0.2670529927841281
2486,2128,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Quiet and user friendly,RAG4049,Easiest microwave I have ever used and my popcorn comes out perfect using the quick set buttons,5,0,0.2669968938620148
2487,2255,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great value,Grammyz64,Our old microwave went out and we bought this one bit was a great price and great features.,5,0,0.26692649171177
2488,4136,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Nice printer,ghirvela,Has been a good printer so far.   Sometimes it has had trouble connecting to the Internet to print.,4,0,0.26685531719451977
2489,2534,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,great features,horn toad,i bought this 2 months ago it has so much more than the one I had Love it,5,0,0.26680320769654364
2490,6550,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,standard product in the market,Taug,"frustrated to get it installed. even though it was a new product, it get asking me for an email address and then saying that the email was not valid/compatible with the product bought.",4,0,0.2667805517935948
2491,6107,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,MS 365 Family,Learncom,"Installation was simple and sharing this product with others in our house saved us quite a little money for this year's subscription.
Migrating from a personal account to a family account is not intuitive since a simple upgrade is not possible.",4,0,0.2667675661733137
2492,4311,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Nice and simple,Rosio,This printer is amazing. Sadly its sorta hard to use since it doesnt have a LED panel. Wish it could magnify..,4,0,0.26676518580682945
2493,2140,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Works as expected,thepapa,"Product does its job well. Turntable goes both ways, which seems unusual, but it has not caused a problem.",5,0,0.26673962839491183
2494,3201,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,My family and I,lynnettel,My family and I have been using windex window cleaner for years.from my grandmother and mom and now me.windex gives windows and mirrors a sparkling shine with no streaks,4,0,0.266606967483148
2495,11470,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Great cooler,Nick G,An all around great cooler. Its definitely 24qt in capacity and a bit bigger than you think overall so keep that in mind but this will be my go to cooler for that volume when needed.,5,0,0.2665792299351742
2496,2287,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Had the same model for many years. Very good unit,Kriegman48,Great product....had this same unit for many years and wanted one just like it,5,0,0.26655868765695867
2497,11934,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Anti-virus protection,TriciaB,I have been using the McAfee for anti virus protection for a number of these and think it works well,4,0,0.2663991153701491
2498,1998,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Love this microwave!,2Hammer2,"Had same model for 13 years, liked it so much, we bought another",5,0,0.2663920447104537
2499,2120,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,The time cook and 30 sec additional is great!,BWL334,I have really enjoyed this microwave. It is easy to use and there are many features to choose from.,5,0,0.2663773795752139
2500,3914,bestbuy,Samsung - Galaxy S22 Ultra 128GB - Phantom Black (Verizon),1199.99,Samsung galaxy S22 ultra review,DeanJ,My recently purchased Samsung galaxy S22 ultra is everything i need in a cellphone. The screen size is perfect for watching videos or just viewing text messages. The battery last me a full day without having to charge until the evening time before i turn in for the night. If anyone is looking for a phone that meets all of your needs the is the one to get. Very fast and powerful phone that is much cheaper than the S 23 and has the same features.,5,0,0.2662831848372249
2501,3097,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,"This windex, leaves my",jordanm96,"This windex, leaves my windows and mirrors spotless and streak free. I also do not find the fragrance to be to over powering where I do not want to use the product. There is a good amount in the bottle and I am impressed and will keep using it.",4,0,0.2662416509719527
2502,11631,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,My New Fave Cooler,Anika H.,"This is the best-looking and best-performing cooler I've ever owned. HUGE upgrade from my Coleman, that's for SURE. I got the tan one and it looks great, but the best part is how well it works; keeps ice for days!",5,0,0.26616716557643944
2503,2416,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Does what it's supposed to; microwave food.,porkpiette,"Old microwave died. This is same company, similar model only better and bigger.",5,0,0.26616622295648473
2504,11309,Target,"Ninja Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, Smoker, Ninja Woodfire Technology, Electric - OO101",399.99,Amazing!!!,Suzy21,[This review was collected as part of a promotion.] This pizza oven is amazing! The whole family loves it and it's been so nice to take our cooking outdoors especially when we don't want to heat up the house. It's been so fun to play with recipes and have friends over to see this new backyard centerpiece!,5,0,0.26610308793816834
2505,4433,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Printer,Printer,The printer works well and the staff was very helpful.,4,0,0.266087469973006
2506,3278,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,The go- to in,clairemck16,"The go- to in my house for glass and mirror cleaner!! It cleans the dirt and grub off of those surfaces so well, and also leaves them with a clean and sparkling shine which I really appreciate! I'd buy again!",4,0,0.26605515477601444
2507,2587,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,so far i love it,dano24,Just got it few days ago not used it much but I like it so far....,5,0,0.26605314477459807
2508,10270,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Love it,Rebecca,Easy to put together and very sturdy!,5,0,0.2659976255766147
2509,2020,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Easy to use touch pad just like the last one we h,Gordy T,Every function our family needs and plenty of power is in this microwave.,5,0,0.2659410900607392
2510,2594,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Perfect!,Dave2346,This replaced an older model that I had for many years. It's simple to use and works perfectly.,5,0,0.2659346156816997
2511,2005,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Love it!,SusanA5,"Bought this model to replace the mounted model that was over our stove. This microwave is powerful, efficient, and easy to use!",5,0,0.26588121286584887
2512,2395,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,perfect,barberm9868,Bought it a few months ago and it is the best microwave oven ever,5,0,0.26582062969024917
2513,2037,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Simple and quick,ruffuss,I just like it and it is good looking and use it a lot.,5,0,0.26579473868375936
2514,2717,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Good Buy,Sng309,I received product reimbursement in exchange for my honest review. Good product and does what is expected. Cleans easily and has a pleasant smell. There were some streaks but nothing crazy noticeable that couldn't be buffed out with a little effort. I would purchase this again.,4,0,0.265773899469219
2515,6078,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Convenient,medic6509,"I needed Microsoft to update a resume. Unfortunately, my subscription had expired. I can get it at a deep discount through my work but I needed it right then. I was glad to be able to get it and download it quickly to use.",4,0,0.2656463167900071
2516,969,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,TT is my tax program,TurbRich,"This version was more difficult to edit entries. I've used tt for 20 years, this one was a little more keystroke intensive.",4,0,0.26560002600908683
2517,7852,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Word,KUUU,Kind of disappointed that I have to pay for a yearly subscription,3,0,0.26558040915418296
2518,8765,bestbuy,"Ninja - Woodfire Pizza Oven, 8-in-1 Outdoor Oven, 5 Pizza Settings, 700°F, Smoker, Woodfire Technology, Electric - Terracotta Red",349.99,Must Play!,acxhi,Coming from a noon PS player.this game is awesome! Not done with the story yet but there is TONS to do with side quests and whatnot. I LOVE it! I watched someone play the first and decided that I wanted to try my hand at getting back into playing games and Im learning slowly but I love this game. Sometimes a bit laggy but still amazing!,4,0,0.2652696065408793
2519,2703,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,"For glass, not much",radical_strength_with_rach,"For glass, not much beats it. A classic. However I would prefer less intense chemical smell since it can be overpowering. But I'm sensitive to that type of thing. It works very well, no streaks, cheap and trustable branding.",4,0,0.26524192269858604
2520,11409,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Outdoor Ready,HannaR,It is one of the best cooler we have had. It survived weekend of camping and being on the back of an ATV in the sand dunes and river bed.,5,0,0.26523888080761876
2521,2829,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,This is very fantastic,fizzaaaaas,"This is very fantastic cleaner everybody should have been kept in their house because it kill 99.9 % of germs and bacteria on hard non-porous surfaces .great for cleaning bathrooms, kitchen, tiles, and more.but read labels before using it .It is really a multipurpose cleanser",4,0,0.26516585881202137
2522,6062,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,It's One drive,MSUser,Using Office 365 for last 5 years. You can share with 6 people and each one will get 1TB one drive cloud store. Using it to store my photos.,4,0,0.2651645506576459
2523,8914,bestbuy,Igloo - IMX 24 Quart Cooler - Gray,94.99,"Its a beast, will up your electric bill!",Mikespike,I returned this item.  It is a beast.  It is made to stay in one spot.  After receiving it thought now that's going to be difficult to clean.  Never used it.  Went back to Best Buy.,3,0,0.26514929412793964
2524,11901,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,McAfee,ElizabethW,"The VPN goes in and out based on your location.  It can happen frequently if your service is spotty.  Overall, it is a good buy.",4,0,0.26514350957254007
2525,5667,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Great speaker to expensive,Xraychiq,Speaker was really good quality Great sound but I could get the same sound out of a cheaper speaker wound up taking it back and getting the smaller JBL speaker so that I could hang it from anywhere with a carabiner,4,0,0.26513934550561896
2526,10349,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Perfect little cabinet with shelves,Hummingbird911,Used for a TV stand and it is perfect for the bedroom/small space!,5,0,0.2650764489966261
2527,2362,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great size,TheGhosthawk,Great size microwave for the house without it being to big or to small.,5,0,0.265074748307709
2528,2299,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Just what we needed,616mover,This model satisfies our microwave cooking needs very well.,5,0,0.26502368341005705
2529,1057,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Turbo is better than other software,Jug 55,Software worked as expected and simple to follow. I would recommend adding something that explains SSA earlier in the process. I added it as 1099R before running into the section on SSA income later in the process and had to go back and delete the 1099R entry for SSA.,5,0,0.26478022629405845
2530,6058,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Can't beat MS Office,DLXX,"I really like MS Office.  It is the standard and while it is a little pricey I don't mind paying for it.  It just makes things so much easier when you are dealing with documents, spreadsheets and the occasional slide deck.  Word, Excel and PowerPoint are the standards.  And because I use the same products at work I am familiar with using them all.",5,0,0.26475936300795255
2531,2408,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great features/size/power,nofziger,This is the replacement for the same model we had for many years.,5,0,0.26468435814252034
2532,2364,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Very Easy to Use!,Carolyn14,Very similar to our old one. Buttons are convenient and appropriate. Just the right size!,5,0,0.2646276286273394
2533,4846,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Amazing Speaker,Sarah,"I received this speaker earlier today and have been using it since. I love this speaker. The battery life is great so far. The speaker sounds great. Despite it being shipped to me during the Christmas season, it arrived to my house very quickly after I ordered it. I cannot find a flaw with the speaker. I also love that the speaker charges through a USB C charging cord.  I recommend this speaker to anyone who is looking for a speaker.",5,0,0.26459407062818924
2534,1897,Target,"LG 65"" Class 4K UHD 2160p Smart OLED TV - OLED65C3",1599.99,Amazing as a monitor!,jackdaddy69,"I use this mainly as a computer monitor on a mac mini, but I also watch some video like sports too. Colors are rich and bright. Perfect size for a monitor for my old eyes. I would purchase another one for my office when the time comes.",5,0,0.26458446729884466
2535,6570,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Easy match,chollis,"The response was ok but the install was troublesome the Geek squad was involved but not satisfactory could not talk to a live body ,you need to have some one available at tj=the store with out having to wait I line.",4,0,0.26453666591533304
2536,6443,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Easy access to MS Office 365 for Multiple Devices,BehindTheCurveTechGuy,"Easy to download MS Office 365 for Desktop, Laptop, Tablet, and still have room for 2 more devices! Just need to have separate login for each device, which makes sense. Easy to use and learn, lots of updates and updates in Word.",4,0,0.2644975427717678
2537,5332,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Works well in large spaces,Yulegar,"We bought this for our new retail shop, which is a long rectangle in shape. The speaker sounds great wherever you stand, with decent bass and multi-directional sound. Easy to control, easy to link to multiple devices. Definitely worth the price!",4,0,0.26432308999511567
2538,2442,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great microwave!,NikkiJ,It is big enough to put almost anything in and has a lot of wonderful features!,5,0,0.26429706537586717
2539,8969,amazon,Mario Kart 8 Deluxe - US Version,39.99,Good game,B. Morris,Fun game to play.,5,0,0.2642434652134823
2540,6112,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,The only way to do Office and OneDrive at home.,derpshot,"When I priced out how much it would be to buy Office every 3-4 years VS having the subscription and sharing it with two other people in my house, O365 is WAY cheaper and beats a subscription to Google Drive by a long shot. Think about it, the most current version of Office accessible at all times and across five devices within the same household this is the best and cheapest option.",5,0,0.2640775036129555
2541,2297,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Excellent product,Basu,We bought this a couple of months back and it has been performing perfectly since then. We are very satisfied.,5,0,0.26400912585175124
2542,2581,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Perfect Microwave,sofiesmom,GE has made the perfect microwave! Wonderful features! Easy to read - quiet turntable - I couldn't be happier with this purchase!,5,0,0.2639724961060086
2543,993,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Where did 2022 go!!,Vette0422,"Program could not find 2022 forms on computer, had to type in everything. The only reason I use Turbo Tax is so I don't have to do that every year.",4,0,0.2639417898787844
2544,1113,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Good program,Nami67,Did not engage with a turbo representative- could not find answers to several questions,4,0,0.26391669551674657
2545,2251,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Buttons for many different things.,Riverrick,So far so good. Does all that it said it will do. Love all the easy cook buttons.,5,0,0.2638946101169305
2546,2261,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Dependable,Hlvan,Works great for big things or Small everyday things. Very happy we selected this one.,5,0,0.26388074671403006
2547,11735,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Keeps ice pretty fair. But,Tyler I.,Keeps ice pretty fair. But very nice its lighter than others,4,0,0.26384487160500447
2548,2432,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Great value & quality,vsahin,Bought it to replace an old GE product which I used 20 years.,5,0,0.2637531704279983
2549,12142,bestbuy,"Norton - 360 Deluxe (5 Device) Antivirus Internet Security Software + VPN + Dark Web Monitoring (1 Year Subscription) - Android, Mac OS, Windows, Apple iOS [Digital]",24.99,Good for both Windows & MAC,Pandi,"It works seamlessly on both MAC & Windows. I was a Mcafee user for years, now I am switching to Norton and I don't see any difference, it seems better works with MAC.",4,0,0.26368313652997005
2550,3662,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Convenient small printer,PriscillaR,"just right for the minimal printing I do, small, convenient, and prints quickly",4,0,0.2636706251747576
2551,8307,bestbuy,"LG - 65"" Class C3 Series OLED 4K UHD Smart webOS TV",1599.99,Great tv,Patrick,"Bought open box excellent, didn't recieve remote, but the description says excellent comes with remote. Shouldve been priced differently like the others were",3,0,0.26361376683893
2552,1365,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,?,CAW848,The software will not let me open forms to enter account number and routing number for my return.,4,0,0.26361371820615753
2553,804,Target,Samsung Galaxy S22 Ultra 5G Unlocked (128GB) Smartphone - Burgundy,1199.99,Its fantastic,,"[This review was collected as part of a promotion.] I am fascinated with my galaxy because I can see everything that I want,I can be informed of everything that happens in the world and above all I love how he takes photos",5,0,0.2635772958034284
2554,4394,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,cute and reliable,jojo,easy to set up but does not maintain wi-fi connection that well. prints great and the ink is nice and small.,4,0,0.2635687184388952
2555,4420,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Working as should.,Bestbuy,"It works great, but wifi printing is slow 
But i like the top load paper.",4,0,0.26354603921887704
2556,6227,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Purchased with laptop,JSVA,Good experience overall. Downloads easily to all devices. Share across all family for up to 6. Wish had more business level apps such as visio but core apps overall. Great for managing kids access restrictions on their devices.,4,0,0.26341391010429377
2557,1071,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,still good,taxespayer123456789,"easy to use, needs improvement on the help bar for jumping to forms and for showing a breakdown of what categories taxed what amounbt",4,0,0.2633718090161104
2558,5756,bestbuy,JBL - Flip 5 Portable Bluetooth Speaker - Black,89.99,Its ok. Could be better,AKMomOf2,"I love the color and the feel of it. It also charges pretty quickly. I ended up returning it because I wasnt crazy about the sound quality and couldnt justify keeping it. If youre looking for an inexpensive, decent quality speaker this is it.",4,0,0.26331912292562204
2559,2355,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,great microwave,Kool Aid,I had the same model and it went bad so got another one..,5,0,0.2633038545770958
2560,4183,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,A good printer,Pretty,"I should say it is a very good printer, the only problem I had with it is connecting to my laptop.",4,0,0.26328910365407604
2561,11774,bestbuy,"McAfee - Total Protection (5 Device) Antivirus & Internet Security Software (1-Year Subscription) - Android, Apple iOS, Chrome, Mac OS, Windows [Digital]",29.99,Antivirus for pc,Dave,This is a very valuable yet inexpensive antivirus for your PC . And its good for up to 5 PC. Has all the protection you need to safeguard your pc,4,0,0.2632302430670294
2562,11745,Target,Igloo IMX 24qt Cooler - Meteorite,94.99,Yeti Killer,Will T.,This Igloo cooler at a fraction of the price of a Yeti delivers the same performance and comes with a basket at no additional charge!,5,0,0.2631421557214211
2563,7916,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,365 Subscription Works Well,yyoman,"The best part of the family subscription is how easily you can add it to your other devices.  Its a simple code to put in and you have access on whichever device you choose (up to 6).

It is an annual subscription, so you have to continue to pay for it each year.  That is the downside.  It would be nice to have it a little less expensive, but it works fine.",5,0,0.26311513089902466
2564,4401,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Should buy but doesnt print on back page,Printer,First printer Ive ever bought and I spent about 3 hours looking up printers and this is what I ended up picking and it has everything you could need and the hp ink sub is the best with it as well,5,0,0.2629677847194752
2565,3782,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,HP printer,Newuser,Works as expected. Was quite easy to set up and pair with my phone and computer.,4,0,0.26290297884741864
2566,3803,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Great little printer,NPRHA,"I needed a new printer. My old one was at least 12 years old. This one looked like it would do just what I needed and was a lot smaller than the one I had. 
This printer/copier/scanner is fabulous. Great purchase and was shipped to me in no time.",5,0,0.26289224186236576
2567,2406,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,reliable,JFK MEDICAL CENTER ER,"reliable,quick and simple to use, gets the job done",5,0,0.26280508421001775
2568,2490,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Works great!,Tigerlee,I received my microwave from my sister as a gift this past Christmas.,5,0,0.26273695375527906
2569,8944,amazon,Mario Kart 8 Deluxe - US Version,39.99,Great game.,Jesus M Millan,"I love it, I can't stop playing it.",5,0,0.26254281468618346
2570,2403,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,Easy to use,Chicklet,This is identical to the other GE microwave purchased 3 years ago. I like it.,5,0,0.26254232892591284
2571,3674,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Definitely recommend,Sunny,"Exactly what I wanted. Its small but, server the purpose.",4,0,0.2625023450627023
2572,2524,Target,GE JES1460DSBB 1.4 Cu. Ft. Black Counter Top Microwave,190.1,I love the features.,Linda 22338,I need a new microwave and this looked like the best buy.,5,0,0.2624214258916154
2573,734,Target,Apple iPhone 14,0.0,Expectations,Ssauce,Got here on time. Phone is great quality. Service is excellent . Pricing wasnt bad at all. Better then expected.,5,0,0.26239902424544453
2574,686,Target,Apple iPhone 14,0.0,Amazing service great price,Rebecca R,Perfect Size and functional. Not bulky like the 11 that I had! Got me the best deal and plan prices are good.,5,0,0.2623973252441235
2575,4204,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Good product,Dinagirl,Perfect for home office. Love  the white option too. Easy to use. Ink goes fast,4,0,0.26232853303988796
2576,994,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,TurboTax takes the stress out.,syke173,Straight forward and very easy. Have used it for years and this years version seems to have the best interface.,4,0,0.26231787479988244
2577,1099,Target,TurboTax 2023 Deluxe Federal and State Tax Software,69.99,Transferring info from past years...,Major McFly,My only concern was that this Turbo Tax would not transfer information from an older turbo tax return...,4,0,0.26227598308895056
2578,6758,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Helps keep me organized.,Barb,I like the office 360 home and office. I like it because I can use it on both my laptop and my desk top computers. It helps me keeps me organized. I really like exel.,4,0,0.262272437062377
2579,10298,amazon,"LEYAOYAO Cube Bookshelf 3 Tier Mid-Century Rustic Brown Modern Bookcase with Legs,Retro Wood Bookshelves Storage Organizer Shelf,Freestanding Open Book Shelves for Bedroom,Living Room,Office",99.98,Is a very good toy stand,Josefa E. Johnson,I love it it makes the place looks great.,5,0,0.2622127177316072
2580,2823,Target,Windex Original Blue Glass Cleaner Spray - 26 fl oz,3.79,Best glass cleaner in,glamzela,Best glass cleaner in my opinion I like this one better than foam one feel like foam doesn't really clean it as good as this one does even cleaned my floor ones with this and wasn't sticks love the smell,4,0,0.2621728111371197
2581,4404,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Printer,Inkcartridges,Good but doesn't hold much paper. You have to keep refilling.,4,0,0.26213198712937863
2582,4306,bestbuy,HP - DeskJet 2755e Wireless Inkjet Printer with 3 months of Instant Ink Included with HP+ - White,49.99,Mr,JohnathonB,The printer is wireless and performs very well I love this printer,4,0,0.2621035747554025
2583,6018,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great software and support!,RayS,"This is a great product. Easy to install. I love the inter connectivity it gives to the family to share info and calendars. Has great security options for kids, but you have to use MS Edge browser. Which seems to be way better than MS previous browsers. Best Buy tech support was very helpful in assisting me with cancelling my individual subscriptions to Personal and combining to 1 Family sub. Saved me some money!!",5,0,0.2620500864481298
2584,6444,bestbuy,"Microsoft - 365 Family (Up to 6 People) (12-Month Subscription) - Activation Required - Windows, Mac OS, Apple iOS, Android [Digital]",99.99,Great Set of Programs,CarmelOaks,"Love the new Outlook. All the programs look great and feel relatively easy to pick up quickly. However, Outlook crashes a lot, but I'm under the understanding that may be a glitch with Windows 8, not Outlook; that said, the features are fantastic.",4,0,0.2619444105637458
